INC-2024-0967,2024-01-23 00:00:00,2024-01-23 00:00:00,P1,Storage,SRV-W-003,Microservice-057,Human Error,Restarted Docker containers,180,Enterprise wide outage,Database Admin,Yes,No,Level 2,CR-2024-0273,Yes
INC-2024-0968,2024-10-25 00:00:00,2024-10-25 00:00:00,P3,Compute,SRV-W-064,Microservice-044,Software Bug,Updated IPS threat signatures and blocked attacking IP,120,Internal operations affected,Network Ops,Yes,No,Level 1,CR-2024-0148,No
INC-2024-0969,2024-01-11 00:00:00,2024-01-11 00:00:00,P3,Security,SRV-C-034,SharePoint-Intranet,Hardware Fault,Restored data from local backup volume,120,Internal operations affected,Cloud Ops,Yes,No,Level 1,CR-2024-0250,No
INC-2024-0970,2024-04-23 00:00:00,2024-04-23 00:00:00,P3,Network,SRV-W-113,Microservice-083,Third Party Outage,Reconfigured load balancer session persistence,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0232,No
INC-2024-0971,2024-01-21 00:00:00,2024-01-21 00:00:00,P3,Security,SRV-W-046,MobileApp-Backend,Human Error,Restored data from local backup volume,180,Internal operations affected,Database Admin,Yes,No,Level 1,CR-2024-0278,No
INC-2024-0972,2024-09-09 00:00:00,2024-09-09 00:00:00,P2,Database,SRV-W-111,Microservice-090,Human Error,Cleared storage log partition to free up space,45,Single service degradation,Application Support,Yes,Yes,Level 2,CR-2024-0111,No
INC-2024-0973,2024-09-07 00:00:00,2024-09-07 00:00:00,P3,Application Software,SRV-C-022,DocumentMgmt,Human Error,Failover to database replication node,180,Internal operations affected,Application Support,Yes,No,Level 1,CR-2024-0167,No
INC-2024-0974,2024-06-08 00:00:00,2024-06-08 00:00:00,P4,Security,SRV-W-016,Microservice-092,Software Bug,Rebooted host operating system,60,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0249,No
INC-2024-0975,2024-12-02 00:00:00,2024-12-02 00:00:00,P3,Compute,SRV-E-132,Microservice-068,Human Error,Replaced faulty fiber patch cable,45,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0166,No
INC-2024-0976,2024-05-01 00:00:00,2024-05-01 00:00:00,P1,Database,SRV-C-073,Microservice-054,Third Party Outage,Replaced faulty fiber patch cable,45,Enterprise wide outage,Network Ops,Yes,Yes,Level 2,CR-2024-0184,Yes
INC-2024-0977,2024-09-24 00:00:00,2024-09-24 00:00:00,P3,Security,SRV-E-054,Microservice-037,Software Bug,Updated IPS threat signatures and blocked attacking IP,0,Internal operations affected,Application Support,Yes,Yes,Level 1,CR-2024-0271,No
INC-2024-0978,2024-04-18 00:00:00,2024-04-18 00:00:00,P4,Storage,SRV-C-023,Microservice-045,Capacity Saturation,Rebooted host operating system,60,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0178,No
INC-2024-0979,2024-08-06 00:00:00,2024-08-06 00:00:00,P3,Compute,SRV-E-097,Microservice-077,Human Error,Rebooted host operating system,30,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0198,No
INC-2024-0980,2024-04-12 00:00:00,2024-04-12 00:00:00,P4,Storage,SRV-E-034,Microservice-040,Hardware Fault,Reconfigured load balancer session persistence,180,Internal operations affected,Application Support,Yes,No,Level 0,CR-2024-0262,No
INC-2024-0981,2024-03-31 00:00:00,2024-03-31 00:00:00,P3,Security,SRV-W-071,Microservice-063,Capacity Saturation,Updated local SSL/TLS certificate chain,60,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0204,No
INC-2024-0982,2024-07-23 00:00:00,2024-07-23 00:00:00,P4,Compute,SRV-C-059,Microservice-039,Software Bug,Cleared storage log partition to free up space,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0256,No
INC-2024-0983,2024-10-23 00:00:00,2024-10-23 00:00:00,P3,Storage,SRV-E-103,Microservice-040,Capacity Saturation,Restarted JVM application server process,0,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0209,No
INC-2024-0984,2024-05-17 00:00:00,2024-05-17 00:00:00,P4,Security,SRV-C-044,Microservice-049,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,180,Internal operations affected,Database Admin,Yes,No,Level 0,CR-2024-0134,No
INC-2024-0985,2024-01-22 00:00:00,2024-01-22 00:00:00,P4,Application Software,SRV-E-085,SupplyChainPro,Capacity Saturation,Restarted Docker containers,60,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0264,No
INC-2024-0986,2024-10-12 00:00:00,2024-10-12 00:00:00,P3,Storage,SRV-W-016,Microservice-096,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,60,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0204,No
INC-2024-0987,2024-04-05 00:00:00,2024-04-05 00:00:00,P3,Network,SRV-C-002,Microservice-096,Hardware Fault,Restarted JVM application server process,15,Internal operations affected,Database Admin,Yes,Yes,Level 1,CR-2024-0105,No
INC-2024-0988,2024-06-23 00:00:00,2024-06-23 00:00:00,P1,Application Software,SRV-E-121,LegalDocs,Human Error,Updated local SSL/TLS certificate chain,180,Enterprise wide outage,Application Support,Yes,No,Level 2,CR-2024-0243,Yes
INC-2024-0989,2024-10-18 00:00:00,2024-10-18 00:00:00,P3,Compute,SRV-W-082,QA-TestSuite,Third Party Outage,Updated local SSL/TLS certificate chain,120,Internal operations affected,Application Support,Yes,No,Level 1,CR-2024-0110,No
INC-2024-0990,2024-09-08 00:00:00,2024-09-08 00:00:00,P2,Compute,SRV-C-083,Microservice-099,Hardware Fault,Restarted JVM application server process,15,Single service degradation,Database Admin,Yes,Yes,Level 2,CR-2024-0277,No
INC-2024-0991,2024-02-10 00:00:00,2024-02-10 00:00:00,P4,Compute,SRV-E-045,DataWarehouse,Third Party Outage,Reconfigured load balancer session persistence,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0252,No
INC-2024-0992,2024-08-08 00:00:00,2024-08-08 00:00:00,P4,Application Software,SRV-C-034,Microservice-097,Software Bug,Restarted JVM application server process,45,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0265,No
INC-2024-0993,2024-05-07 00:00:00,2024-05-07 00:00:00,P1,Application Software,SRV-W-062,Microservice-082,Capacity Saturation,Rebooted host operating system,60,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0158,Yes
INC-2024-0994,2024-02-19 00:00:00,2024-02-19 00:00:00,P4,Network,SRV-C-067,Microservice-061,Human Error,Rebooted host operating system,180,Internal operations affected,Database Admin,Yes,No,Level 0,CR-2024-0139,No
INC-2024-0995,2024-08-06 00:00:00,2024-08-06 00:00:00,P4,Storage,SRV-W-082,Microservice-037,Hardware Fault,Replaced faulty fiber patch cable,15,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0296,No
INC-2024-0996,2024-03-25 00:00:00,2024-03-25 00:00:00,P2,Network,SRV-E-078,Microservice-092,Human Error,Updated IPS threat signatures and blocked attacking IP,30,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0185,No
INC-2024-0997,2024-09-03 00:00:00,2024-09-03 00:00:00,P2,Compute,SRV-W-097,DocumentMgmt,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,15,Single service degradation,Security Ops,Yes,Yes,Level 2,CR-2024-0127,No
INC-2024-0998,2024-10-14 00:00:00,2024-10-14 00:00:00,P1,Security,SRV-E-002,Microservice-048,Software Bug,Rebooted host operating system,15,Enterprise wide outage,Security Ops,Yes,Yes,Level 2,CR-2024-0226,Yes
INC-2024-0999,2024-05-09 00:00:00,2024-05-09 00:00:00,P4,Security,SRV-W-081,Microservice-051,Hardware Fault,Restarted JVM application server process,45,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0155,No
INC-2024-1000,2024-08-26 00:00:00,2024-08-26 00:00:00,P3,Application Software,SRV-C-017,Microservice-047,Human Error,Replaced faulty fiber patch cable,60,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0272,No
INC-2024-1001,2024-04-28 00:00:00,2024-04-28 00:00:00,P4,Compute,SRV-C-051,Microservice-099,Software Bug,Restarted Docker containers,0,Internal operations affected,Network Ops,Yes,Yes,Level 0,CR-2024-0175,No
INC-2024-1002,2024-12-11 00:00:00,2024-12-11 00:00:00,P4,Compute,SRV-W-035,Microservice-060,Capacity Saturation,Updated local SSL/TLS certificate chain,120,Internal operations affected,Infrastructure Ops,Yes,No,Level 0,CR-2024-0251,No
INC-2024-1003,2024-01-17 00:00:00,2024-01-17 00:00:00,P1,Storage,SRV-E-094,SupplyChainPro,Software Bug,Reconfigured load balancer session persistence,30,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0144,Yes
INC-2024-1004,2024-06-21 00:00:00,2024-06-21 00:00:00,P4,Application Software,SRV-C-028,VPN-Gateway,Software Bug,Updated IPS threat signatures and blocked attacking IP,60,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0262,No
INC-2024-1005,2024-06-01 00:00:00,2024-06-01 00:00:00,P4,Security,SRV-E-112,Email-Exchange,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,30,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0148,No
INC-2024-1006,2024-02-05 00:00:00,2024-02-05 00:00:00,P3,Storage,SRV-W-107,Microservice-091,Hardware Fault,Rebooted host operating system,60,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0146,No
INC-2024-1007,2024-09-11 00:00:00,2024-09-11 00:00:00,P2,Network,SRV-W-016,Microservice-042,Software Bug,Reconfigured load balancer session persistence,120,Single service degradation,Infrastructure Ops,Yes,No,Level 2,CR-2024-0163,No
INC-2024-1008,2024-07-13 00:00:00,2024-07-13 00:00:00,P1,Storage,SRV-C-073,BackupManager,Third Party Outage,Restarted Docker containers,180,Enterprise wide outage,Database Admin,Yes,No,Level 2,CR-2024-0148,Yes
INC-2024-1009,2024-02-04 00:00:00,2024-02-04 00:00:00,P3,Database,SRV-C-025,Microservice-042,Hardware Fault,Rebooted host operating system,120,Internal operations affected,Infrastructure Ops,Yes,No,Level 1,CR-2024-0231,No
INC-2024-1010,2024-11-17 00:00:00,2024-11-17 00:00:00,P3,Storage,SRV-C-087,CRM-Enterprise,Capacity Saturation,Restarted Docker containers,60,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0168,No
INC-2024-1011,2024-03-02 00:00:00,2024-03-02 00:00:00,P3,Database,SRV-E-149,VideoConference,Hardware Fault,Replaced faulty fiber patch cable,0,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0224,No
INC-2024-1012,2024-08-25 00:00:00,2024-08-25 00:00:00,P2,Storage,SRV-C-046,Microservice-042,Software Bug,Restored data from local backup volume,0,Single service degradation,Security Ops,Yes,Yes,Level 2,CR-2024-0290,No
INC-2024-1013,2024-04-25 00:00:00,2024-04-25 00:00:00,P4,Database,SRV-C-006,HR-Portal,Third Party Outage,Restored data from local backup volume,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0135,No
INC-2024-1014,2024-02-24 00:00:00,2024-02-24 00:00:00,P4,Compute,SRV-E-003,Microservice-095,Capacity Saturation,Rebooted host operating system,60,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0205,No
INC-2024-1015,2024-07-07 00:00:00,2024-07-07 00:00:00,P4,Application Software,SRV-C-061,Microservice-039,Capacity Saturation,Restarted JVM application server process,45,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0220,No
INC-2024-1016,2024-01-08 00:00:00,2024-01-08 00:00:00,P4,Security,SRV-C-001,Microservice-092,Human Error,Rebooted host operating system,180,Internal operations affected,Cloud Ops,Yes,No,Level 0,CR-2024-0140,No
INC-2024-1017,2024-11-24 00:00:00,2024-11-24 00:00:00,P3,Database,SRV-W-062,Microservice-099,Human Error,Cleared storage log partition to free up space,60,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0189,No
INC-2024-1018,2024-07-22 00:00:00,2024-07-22 00:00:00,P2,Application Software,SRV-W-091,Microservice-051,Capacity Saturation,Failover to database replication node,60,Single service degradation,Infrastructure Ops,Yes,Yes,Level 2,CR-2024-0221,No
INC-2024-1019,2024-05-15 00:00:00,2024-05-15 00:00:00,P4,Compute,SRV-E-072,Microservice-060,Third Party Outage,Restarted Docker containers,30,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0192,No
INC-2024-1020,2024-12-06 00:00:00,2024-12-06 00:00:00,P2,Compute,SRV-E-042,Microservice-061,Software Bug,Rebooted host operating system,60,Single service degradation,Cloud Ops,Yes,Yes,Level 2,CR-2024-0155,No
INC-2024-1021,2024-06-14 00:00:00,2024-06-14 00:00:00,P4,Compute,SRV-C-007,Microservice-070,Human Error,Updated local SSL/TLS certificate chain,120,Internal operations affected,Database Admin,Yes,No,Level 0,CR-2024-0165,No
INC-2024-1022,2024-01-23 00:00:00,2024-01-23 00:00:00,P3,Database,SRV-W-078,Microservice-092,Human Error,Restarted JVM application server process,15,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0181,No
INC-2024-1023,2024-09-20 00:00:00,2024-09-20 00:00:00,P1,Storage,SRV-E-112,Microservice-080,Hardware Fault,Rebooted host operating system,120,Enterprise wide outage,Infrastructure Ops,Yes,No,Level 2,CR-2024-0259,Yes
INC-2024-1024,2024-09-03 00:00:00,2024-09-03 00:00:00,P1,Database,SRV-W-027,HR-Portal,Human Error,Updated IPS threat signatures and blocked attacking IP,120,Enterprise wide outage,Infrastructure Ops,Yes,No,Level 2,CR-2024-0281,Yes
INC-2024-1025,2024-07-01 00:00:00,2024-07-01 00:00:00,P2,Database,SRV-C-078,Microservice-066,Third Party Outage,Updated IPS threat signatures and blocked attacking IP,60,Single service degradation,Database Admin,Yes,Yes,Level 2,CR-2024-0271,No
INC-2024-1026,2024-10-20 00:00:00,2024-10-20 00:00:00,P2,Application Software,SRV-E-146,PayrollEngine,Third Party Outage,Failover to database replication node,45,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0180,No
INC-2024-1027,2024-10-18 00:00:00,2024-10-18 00:00:00,P3,Network,SRV-E-055,Microservice-040,Third Party Outage,Reconfigured load balancer session persistence,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0230,No
INC-2024-1028,2024-06-21 00:00:00,2024-06-21 00:00:00,P1,Compute,SRV-C-045,Microservice-044,Hardware Fault,Cleared storage log partition to free up space,0,Enterprise wide outage,Application Support,Yes,Yes,Level 2,CR-2024-0259,Yes
INC-2024-1029,2024-09-05 00:00:00,2024-09-05 00:00:00,P3,Application Software,SRV-C-072,Microservice-099,Software Bug,Updated IPS threat signatures and blocked attacking IP,30,Internal operations affected,Database Admin,Yes,Yes,Level 1,CR-2024-0225,No
INC-2024-1030,2024-02-07 00:00:00,2024-02-07 00:00:00,P3,Security,SRV-E-053,Microservice-095,Human Error,Rebooted host operating system,60,Internal operations affected,Security Ops,Yes,Yes,Level 1,CR-2024-0288,No
INC-2024-1031,2024-06-14 00:00:00,2024-06-14 00:00:00,P3,Compute,SRV-W-113,Microservice-065,Human Error,Reconfigured load balancer session persistence,0,Internal operations affected,Network Ops,Yes,Yes,Level 1,CR-2024-0138,No
INC-2024-1032,2024-07-18 00:00:00,2024-07-18 00:00:00,P3,Application Software,SRV-W-016,Microservice-049,Human Error,Cleared storage log partition to free up space,60,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0201,No
INC-2024-1033,2024-04-13 00:00:00,2024-04-13 00:00:00,P3,Compute,SRV-C-029,Microservice-085,Hardware Fault,Updated IPS threat signatures and blocked attacking IP,15,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0161,No
INC-2024-1034,2024-04-29 00:00:00,2024-04-29 00:00:00,P2,Database,SRV-E-084,DataWarehouse,Human Error,Rebooted host operating system,60,Single service degradation,Database Admin,Yes,Yes,Level 2,CR-2024-0176,No
INC-2024-1035,2024-10-08 00:00:00,2024-10-08 00:00:00,P4,Database,SRV-E-096,Microservice-044,Capacity Saturation,Replaced faulty fiber patch cable,180,Internal operations affected,Infrastructure Ops,Yes,No,Level 0,CR-2024-0260,No
INC-2024-1036,2024-10-09 00:00:00,2024-10-09 00:00:00,P2,Application Software,SRV-E-045,FileServer-Central,Capacity Saturation,Replaced faulty fiber patch cable,180,Single service degradation,Application Support,Yes,No,Level 2,CR-2024-0295,No
INC-2024-1037,2024-11-28 00:00:00,2024-11-28 00:00:00,P3,Network,SRV-E-137,DataWarehouse,Human Error,Cleared storage log partition to free up space,15,Internal operations affected,Cloud Ops,Yes,Yes,Level 1,CR-2024-0224,No
INC-2024-1038,2024-11-22 00:00:00,2024-11-22 00:00:00,P4,Security,SRV-E-025,Microservice-036,Capacity Saturation,Replaced faulty fiber patch cable,60,Internal operations affected,Cloud Ops,Yes,Yes,Level 0,CR-2024-0160,No
INC-2024-1039,2024-06-06 00:00:00,2024-06-06 00:00:00,P2,Security,SRV-W-016,Microservice-078,Hardware Fault,Rebooted host operating system,0,Single service degradation,Network Ops,Yes,Yes,Level 2,CR-2024-0198,No
INC-2024-1040,2024-07-31 00:00:00,2024-07-31 00:00:00,P3,Application Software,SRV-E-099,E-Commerce-Platform,Hardware Fault,Reconfigured load balancer session persistence,0,Internal operations affected,Infrastructure Ops,Yes,Yes,Level 1,CR-2024-0241,No
INC-2024-1041,2024-04-02 00:00:00,2024-04-02 00:00:00,P3,Security,SRV-E-048,Microservice-087,Capacity Saturation,Reconfigured load balancer session persistence,120,Internal operations affected,Cloud Ops,Yes,No,Level 1,CR-2024-0202,No
INC-2024-1042,2024-03-21 00:00:00,2024-03-21 00:00:00,P4,Database,SRV-E-064,Microservice-065,Hardware Fault,Restarted JVM application server process,0,Internal operations affected,Database Admin,Yes,Yes,Level 0,CR-2024-0271,No
INC-2024-1043,2024-05-07 00:00:00,2024-05-07 00:00:00,P4,Application Software,SRV-W-091,Microservice-057,Human Error,Cleared storage log partition to free up space,60,Internal operations affected,Security Ops,Yes,Yes,Level 0,CR-2024-0292,No
INC-2024-1044,2024-01-07 00:00:00,2024-01-07 00:00:00,P4,Application Software,SRV-C-032,ProjectTracker,Capacity Saturation,Updated local SSL/TLS certificate chain,45,Internal operations affected,Application Support,Yes,Yes,Level 0,CR-2024-0286,No
INC-2024-1045,2024-02-16 00:00:00,2024-02-16 00:00:00,P3,Network,SRV-W-061,BI-Analytics,Hardware Fault,Restored data from local backup volume,0,Internal operations affected,Application Support,Yes,Yes,Level 1,CR-2024-0252,No
INC-2024-1046,2024-08-15 00:00:00,2024-08-15 00:00:00,P2,Compute,SRV-C-013,Microservice-090,Software Bug,Updated local SSL/TLS certificate chain,180,Single service degradation,Security Ops,Yes,No,Level 2,CR-2024-0251,No
